crudo_BPPD,agua_BAPD,presion_cabeza_psi,temperatura_cabeza_F,co2_gas_pressure_psi,calcio_ppm,magnesio_ppm,cloruros_ppm,sulfatos_ppm,alcalinidad_ppm,longitud_tuberia_pies,hierro_ppm,dosis_IC_ppm,mpy
2.712717,62.387283,66,100.6135196,2.9835,910.1603053,306.1647091,10252.24632,6.442082244,517.7652651,2277,4.632804197,45,6.817994021
20.169378,322.730622,107,89.6,8.56,1217,430,10850,5,75.3,3281,0.3,24.26666667,0.361339032
31.62094,625.77906,126,98.6,7.56,664.6266,403.07625,12003,5,650,2308,1.145018566,0,1.094727338
8.470806,660.629194,83,96.8,6.64,1152,374,11522,5,490,2787.42,21.2,0,15.38720317
0,558,92,104,4.6,1162,299,12417,5,477,3245.34,3,115,6.682928518
51.3812,1014.6188,169,95.06449047,3.38,2076,307.6,13624,16.93,815,2310.72,13.31,27.4750531,14.77299903
69.4243035,1596.625697,96,95,3.84,1050,255.6,9632,10,522.08,2861.91,11.47,41.48792956,15.13029846
28.4307948,1061.289205,82,107.6,3.28,941.833,291.66,9026,6.7,512,2837.97,0.44,0,3.737466628
67.222008,474.017992,134,97.33302245,8.04,903,152.65,10966,10,736,2595.5,8.77,20.22650901,9.998798583
0,308.5,55,96.8,1.1,1029,374,10110,5,459,2293,6.8,34.07194593,0.337328773
16.233658,324.666342,87,95,4.35,788,201.4,8633,10,642.56,2206.9,10.77,35.98885393,7.786
96.544,1303.456,83,104,13.28,922,435,9790,5,455,2813.29,1.24,0,15.74580082
22.701816,385.898184,146,93.2,4.38,1999,428,14024,5,439,2608,8.1,18.66666667,1.096000277
28.7546,503.2454,79,104,6.32,,459,10842,5,458,3164.5,17.4,60,0.509958853
33.88645,670.61355,0,109.4,0,1001.95,121.525,9059,5.23,546,2611.63,12,38.65174029,15.34149563
86.43,918.57,105,101.8770724,3.15,1202,224.25,12595,10,546,3221,2.14,0,0.851405093
12.463125,652.236875,140,104,1.4,1277,381,12154,5.7,296,4232.42,0.99,28.47681233,1.872590842
0,683,84,104,10.08,805,214,7939,6.9,566,2631.74,1.19,29.03141236,1.135461379
56.2928,875.7072,105,95,2.855,1380,292.7,11620,10,371.48,3711.84,7.41,29.09775215,7.712181397
29.79375,923.60625,120,99.43202117,7.2,881.5,216.48,10102,10,512,2754.53,43.42,0,5.646756363
118.43,1703.57,118,95.54,5.7852,632,143.5,7883,1,569.3,2604,1.89,36.95800265,15.1527192
21.47104,447.32896,121,107.6,10.89,961.872,279.5075,8218,5,497,2528.17,1.89,130,0.710299831
80.98664,1235.01336,89,114.8,7.12,921.794,546.8625,12492,5,448,2850.95,2.8,43.1470125,12.44350484
10.90614,150.09386,106,95,5.088,927,155.5,7916,10,461.84,3446.13,9.28,37.39616094,14.74095986
2.329353,81.520647,163,104,1.63,1106,323,9747,5,273,4155.49,7.2,0,5.421549023
38.12185,1276.87815,84,80.6,0.84,1522.964,559.015,10956,5,430,3567.03,0.568249073,38.05078643,9.168977927
32.86831,460.13169,109,93.2,2.725,1522.964,571.1675,9724,5,535,2505,0.557,32.95073206,5.000977408
23.3424,787.1576,100,111.2,4.2,881.716,267.355,10607,5,522,3107.8,4.41,17.72043389,0.810861994
172.928,135.872,155,95,1.55,,477.9,42622,10,329.1,4081,7.25,1.392609923,0.07
9.90144,505.79856,51,94.41961347,1.275,1086,207.5,10320,10,547,2808.27,27.58,66.89969111,15.0105254
11.1197,1100.8503,88,104,5.28,1176,479,12257,5,74.4,2866.9,5.7,100,2.245463982
4.303736,753.396264,107,101.5381365,3.7217,1051.616973,320.404072,9960.096931,5.827969315,446.3273356,2944.38,4.30747036,80,9.198196312
4.965,745.035,180,113,5.4,1039,378,9581,5,403,3213.21,11.9,0,15.34643528
5.86936,440.13064,0,104,0,1058,333,9696,5,654,2934.16,11,26,15.28506814
64.6503,1508.3497,84,98.37460961,2.52,1122.5,204.68,11360,10,516,2638.62,9.62,39.8731338,15.24565511
34.49112,1609.50888,119,96.8,6.783,1462.847,413.185,9954,5,470,2604,0.416,90,5.514370732
80.50161,1046.49839,180,107.6,0,1310,332,10296,5,619,3036.1,6.02,0,1.115877705
18.194191,327.505809,106,89.6,8.48,1217,430,10850,5,75.3,3281,0.3,24.26666667,0.942540437
14.7375,1164.2625,120,95,3,1803.35,259.84,9643,10,532,2754.53,6.3,36.71401422,6.542819656
33.03628,,200,98.79972817,1,3255,440,28583,10,192,4379.05,5.36,17.59352268,0.521594421
22.565,22.565,98,97.66581032,1.47,1296,259.38,16320,10,460,2909.3,7.6,0,1.171103664
9.681153,309.828847,144,95,3.7105,2739,278.5,13975,10,321.28,3428,25.42,22.34718091,0.667570373
8.670648,706.729352,72,102.8189794,3.0779,971.5182374,315.4949968,9965.537133,5.77415842,474.8917548,2714.16,4.13069512,110,15.51694928
19.5862719,979.2037281,180,95.19848437,7.2,1249,253.25,8660,10,526,3563.06,14.7,37.97207781,13.29121981
33.65157,413.24843,102,95,3.06,1342.613,364.575,9500,5,565,2769.61,10.9,38.15913682,8.831580347
32.7904,377.0896,65,95,2.2032,1007,259.6,10065,10,502,3135,9.81,28.34391929,13.74746765
15.316422,867.983578,0,109.4,0,1001.95,121.525,9059,5.23,546,2611.63,12,0,1.63519851
15.037026,962.662974,148,100.4,4.44,,571.1675,8003,5,490,2758,5.876960295,90,0.606809909
3.09918,278.90082,138,104,8.28,1317,224,12900,5,337,3810,6.1,0,1.161275393
11.94046,191.05954,126,91.4,5.6661,1322.1,195.1,11139,8.84,693,2308,3.58,23.73705662,0.05
62.5308,1221.4692,52,116.6,2.236,641.248,413.185,10203,5.1,410,3161.26,0.565,38.27301711,999.9
24.70494,1457.29506,63,104,5.04,948,245,10500,5,468,2939.85,3.15,0,0.261020265
78.9143853,1017.575615,116,107.6,5.8,921.794,267.355,9392,5,493,2753,8.23,23.58691626,15.23263976
32.934,515.966,150,100.4,12,945,407,9869,18.1,564,3326,1.15,20,1.115492265
28.173761,774.726239,96,100.2165249,1.44,1787.5,222.58,14105,10,456,3220.2,3.1,0,0.567730689
24.47668,489.52332,40,107.6,,661.287,279.5075,9700,5.3,489,2875.33,0.241783795,63.28929228,15.51798302
77.10295,1387.89705,101,100.4,3.535,902,392,10734,7.6,742,2285.09,5.4,50,1.45369607
42.21615,879.53385,82,107.6,3.28,941.833,291.66,9026,6.7,512,2837.97,0.44,108.749937,9.389196333
30.19374,683.60626,125,100.3274008,4.1782,1112.341152,323.0546766,10387.67333,6.491616487,442.2644041,3100.36,4.578909964,90,5.064681827
57.10716,770.89284,0,95,0,903,207.1,10258,10,430,2877.17,4.89,29.27037098,0.848473314
29.544972,738.655028,135,109.4,8.1,841.638,303.8125,9739,9.1,570,2852,0.624,0,0.845694227
61.552026,1969.867974,146,111.2,1.46,1130,453,13965,5.47,357,3807.02,0.4,0,5.495105526
45.714,756.286,123,93.2,2.46,1098,380,10734,5,712,2128.01,5.9,80,13.02470945
77.1393,933.8607,126,111.2,3.78,1549,387,12240,5,354,4100,3.44,27.73213284,0.769454044
41.050815,762.449185,83,107.3131368,4.98,190.6,233.8,14424,10,582,3024.49,1.54,0,15.15291666
79.45548,162.34452,138,95,0.7088,7288.145422,632.4,34086,28.1,164.8,4810.47,6.95,1.518329888,1.583
14.0448,983.4552,177,107.6,2.655,1764,630,11423,8.41,410,3626.7,3.9,36.8500284,1.194016562
0,574,105,111.2,2.1,981.911,291.66,10510,9.1,478,2983,7.81,70.9622675,5.465999058
12.496,875.004,111,96.8,5.55,,716.9975,10070,5,455,3614,0.265,90,15.29846414
32.974614,890.425386,121,100.4,3.63,1082.106,571.1675,8003,5,490,2758,5.876960295,39.16243978,12.29658847
42.2280008,1182.481999,58,114.8,3.48,1122.184,255.2025,9784,5,440,3250.27,0.461,0,4.869284533
77.17184,1234.82816,92,107.6,1.84,1042.028,352.4225,11667,8,541,2768,1.42,0,10.44828139
52.91488,1043.08512,121,94.60038856,0.484,1417,348.4,12440,11,605,2758,15.9,29.54599814,6.889705231
47.4625,1202.5375,43,100.4,1.591,980,309,11128,5,605,3140.94,0.4,40,0.916168746
31.809516,,80,96.8,4.8,913,368,12257,5,160,2703.9,0,0,5.898798239
25.545526,843.054474,113,118.4,,1059,314,10878,5,420,3372.84,1.8,100,5.934189022
6.012045,,58,95,2.61,809,195.3,8852,10,662.64,2449.33,7.92,35.57070733,0.909
15.444,1388.556,131,100.1558358,0.262,321.2,202.52,16735,10,327,4105,7.44,31.66558268,5.046947617
39.7035,1310.2965,134,113,2.412,1451.22438,161.14215,13995,7,102,3469.8,4.165533429,0,1.273175591
105.0753354,1245.854665,93,95,2.79,1152,266.1,11347,10,552.2,2934.84,7.96,35.02385385,14.99724225
3.63297,551.86703,224,113,8.96,1372,328,10061,5,365,3322.02,1.88,17.44918898,0.957125762
28.148952,619.251048,146,107.6,2.92,1234,369,12802,5,460,3471,2.16,27.41896375,0.867582851
32.454888,679.275112,88,102.7274981,3.0674,1152.121072,325.5432416,11347.5936,6.487631022,415.9248092,3194,4.275958581,0,6.937516271
41.4882,667.7118,88,104,3.52,1520,402,13210,5,772,2674,5.12,25.05559616,0.364947404
26.34524,334.05476,97,95,3.5161,1055,229.3,10258,10,612.44,2811.9,4.78,30.97455703,0.161
91.4732,1868.5268,0,111.2,0,961.872,279.5075,8903,6.6,478,2407.7,0.725,36.54744634,1.278757914
13.54936,769.65064,93,,3.255,841.638,291.66,10414,6.6,638,2566.32,0.603,50,9.708696794
5.11815,338.38185,47,104,7.52,1460,184,9444,5,280,3366.3,59.6,29.55194241,3.62556643
38.34,1239.66,98,99.28776218,5.88,1041,154.25,10760,10,432,2485.47,11.82,0,15.07171339
0.9306414,87.4493586,158,104,4.74,1050,343,9458,45.92727463,389,3924,1.866,0,1.232204725
33.0496155,1983.400385,97,95.69500828,2.91,1062.5,235.58,11040,10,563,2285.2,18.31,0,0.812644108
82.52125,860.57875,90,95,2.25,1063,308.5,12010,10,692.76,3087.07,5.38,25.7860861,6.699117231
70.7445,526.2555,78,95,1.95,1661,203,10878,10,552,2647,7.1,23.39096216,14.78156833
46.796952,570.903048,83,94.0867487,0,2712,333.55,12681,15.58,680,1992,15.77,26.53744416,14.75581901
25.9854,345.2346,78,100.4,4.68,2069,246,14467,5,210,3513.52,28.8,25.27817713,15.41676676
37.05652,512.74348,117,100.9590698,9.36,1109,213.72,9724,10,501,3143.1,2.59,28.5566823,4.289803639
33.86314,1332.13686,105,87.8,4.2,961.872,607.625,10712,5,510,2689,5.029612028,43.42573332,1.609118789
51.66099,904.13901,115,104,1.725,1191,343,11200,7.7,373,3722.31,0.36,38.53606268,15.28625285
37.79826,904.80174,110,111.2,4.62,881.716,267.355,10607,5,522,3106.58,4.41,13.23173908,2.361060584
39.593649,514.706351,58,95,2.2339,270,154.7,8373,9.08,757,2449.33,5.16896682,33.60450208,5.403
12.445625,983.204375,98,99.18546404,5.88,1041,154.25,10760,10,432,2485.47,11.82,53.95076228,15.20934625
27.67941,317.02059,138,94.23780518,1.38,2329,254.06,15938,10,404,3654.5,14.32,73.13939525,1.40608816
26.0928,1332.9072,124,107.6,3.72,1105,248,9905,5,438,3566.99,3.04,100,6.020804523
9.20018,260.59982,65,96.8,1.3,1029,374,10110,5,459,2293,6.8,0,0.85541485
11.22685,732.27315,96,96.8,4.8,804,428,10340,9.02,508,2731.75,2.4,0,0.504083751
22.701816,385.898184,146,93.2,4.38,1999,428,14024,5,439,2608,8.1,18.66666667,1.096000277
57.09848,730.90152,150,111.2,5.55,852,210,10296,5,430,3845,5.11,24.49978276,0.622551919
33.243948,148.556052,86,89.6,0.43,1611.485149,319.6600786,13129.8974,8.252647618,348.0895367,4195.67,6.922951755,0,0.648689595
9.5719474,47.4480526,115,89.6,4.6,1399,474,13295,5,610,3584,0.78,51.33333333,0.987017135
6.84432,575.15568,159,89.96,6.2451,1092.1,188.3,11528,1,767.3,2155.16,12.97,37.44561665,0.383
37.441832,1048.458168,82,95,5.74,1603.12,546.8625,10450,5,450,2853.53,13.4,130,1.836352532
30.3392,967.6608,108,87.8,3.24,1643.198,498.2525,12160,5,435,3035,0.607,115,3.307272532
26.57196,345.42804,59,104,5.31,848,245,10600,9.4,466,2863.14,3.4,100,6.929878639
51.68,84.32,72,94.1930394,2.52,2453,256,11437,10,574,3077.8,26.09,15.46501109,0.235706118
19.510453,663.389547,0,95,0,911,203.2,8284,10,552.2,2611.63,7.01,37.72003609,5.95
14.980686,743.919314,73,91.4,3.65,1162.262,826.37,9013,5,530,2808.87,0.781572716,120,0.705717252
50.0577,600.0423,107,100.4,12.84,987,474,11993,5,408,2412.8,8.3,60,0.886710516
30.38118,417.71882,87,95,4.35,788,201.4,8633,10,642.56,2206.9,10.77,33.95529898,1.209589857
33.520977,905.179023,70,98.6,5.6,1229,409,10644,5,439,3114.63,7.7,0,4.926459306
17.2407,1120.7593,73,103.012443,2.7551,999.8510427,315.5914254,10050.2583,5.800458969,458.7627418,2910,4.126360434,127.1118843,8.763217867
19.3583346,1219.971665,58,87.8,1.74,1322.574,874.98,9635,6.1,455,3357,2.961190311,80.09554184,15.26492812
16.29499,176.70501,170,95,1.53,1375,387.2,16247,21.9,473.8,3166.38,6.75,18.82168471,0.127823057
12.222796,403.377204,121,113,6.05,1014,430,11252,5,146,3338,9.3,0,7.454721084
61.155,120.045,101,95,3.03,1082.5,240.5,11127,48.53005412,440.7,3382,5.611846876,18.3191667,0.85
61.21972,608.58028,57,104,5.13,848,245,10600,9.4,466,2863.14,3.4,51.54477832,0.580135071
59.727393,474.172607,79,113,1.58,881.716,376.7275,11571,5.9,536,2873.15,0.353,23.25560116,0.362093218
36.4777315,465.0722685,48,104,1.92,861.677,315.965,9979,5.2,589,2535,0.626,35.85462594,15.23526417
109.3666,1227.6334,87,107.6,5.22,721.404,328.1175,11089,13.3,667,2326.28,0.945,25.81818287,8.782922242
45.20433,623.79567,105,111.2,2.1,981.911,291.66,10510,9.1,478,2983,7.81,32.43022056,1.409688758
50.9646,1631.0354,96,84.2,3.84,1162.262,619.7775,11655,5,505,2861.91,1.540618374,38.95561057,8.823790141
42.7248,847.3752,78,95,1.95,1661,203,10878,10,552,2647,7.1,31.47914385,14.9459081
8.204834,492.395166,85,113,3.4,1019,487,13158,5,410,2854.6,4.1,80,6.214487053
29.41252,292.38748,133,104,10.64,1290,321,9324,5,609,2608,3.41,33.78770696,0.595156171
55.59078,1181.40922,167,104,10.02,881.716,315.965,11571,9.4,575,2627.89,0.709,80,1.789617911
9.681153,309.828847,144,95,3.7105,2739,278.5,13975,10,321.28,3428,25.42,22.34718091,0.667570373
5.71872,362.28128,43,104,6.88,1460,184,9444,5,280,3366.45,59.6,23.76184267,15.44915627
39.819,981.181,115,109.4,4.6,988,399,5002,7,394,2541.45,2.67,100,5.338117672
32.2272,1086.7728,168,122,4.536,861.677,303.8125,9200,5.7,157,3790.01,1.812401549,0,6.22721644
59.03955,1239.96045,112,104,4.48,1723.354,425.3375,15428,19.4,454,2788,4.25,6.562436972,15.15599759
0.67626,114.92374,99,95,7.92,946,474,10439,5,900,2029.91,3.8,0,2.176921126
77.7991526,769.8708474,124,95.72,2.0818,1084.7,227.3,7931,1.96,454.96,3810,12.62,34.76452045,14.84586619
91.73292,789.46708,100,100.7814687,6,1883,163.18,18657,10,655,2735,2.21,0,6.042671366
30.619862,724.680138,85,97.75528583,5.1,1020.5,199.64,9310,10,577,2774.77,11.23,40.93931,2.335059712
33.656608,852.743392,93,89.6,1.86,2344.563,194.44,10070,5,330,3903.82,29.9,90,5.144369864
43.16598,571.73402,112,104,4.48,1370,117.24,12507,10,602,2830.8,1.96,0,0.371698119
52.08912,481.61088,65,101.2548193,8.45,916,240.35,10412,10,721,2465.63,2.95,21.33760047,0.097059801
57.521975,503.668025,90,104,0.9,1340,118.37,11923,10,536,3021.4,2.25,20.69310468,0.564209795
57.5572,720.2428,102,96.8,5.1,984,288,8332,5,395,2620.6,0.1,100,15.35429698
19.4064156,1164.633584,147,102.0915084,6.1587,1006.546664,327.3826832,10088.1936,6.245132502,499.1704593,2436.69,3.869438258,47.29201109,3.02838498
66.4704,1087.5296,163,98.68876289,9.78,136,296.05,10554,10.6,518,2879,5.85,29.9056756,13.5220657
13.3875,200.8125,0,91.4,0,1723.354,352.4225,10528,5,430,3210.26,4.36,29.62976304,1.526554857
39.46103,644.43897,126,99.33931074,5.04,934.5,209.13,10559,10,459,3324.11,11.18,39.42581493,4.827356366
55.92084,671.07916,57,95,1.8137,590,483.4,13219,10,442.9,3489.62,3.99,26.50210738,15.01347312
10.217484,725.382516,100,102.4500524,3.7669,1044.172674,317.5277973,10078.83543,5.735657506,440.1631099,2944.38,4.27827839,100,9.150562746
6.21375,490.88625,107,116.6,4.28,1308.14592,1512.7432,12407,8.7,90.4,3658.2,10.05865349,0,9.313547401
43.6308,1015.3692,120,96.8,6,933,430,11453,5,280,2471.34,0,0,15.57300346
6.75949,347.14051,70,95,3.2928,798,222.1,8852,10,566.5,2613.9,2.81,33.77349213,5.687459462
3.384686,169.215314,189,95,3.78,1663,430,17782,5,110,3629.37,2.1,0,1.631319987
57.96,1142.04,122,95,4.88,939,211.2,8671,10,612.44,2184.4,12.06,36.73670514,14.75248571
51.74504,1552.25496,79,104,,1190,408,11027,5,466,3250.27,2.97,140,15.47928904
22.61644,1055.38356,53,107.6,3.18,1066,309,10279,5,550,3128.54,2.9,0,6.40832091
12.578784,440.221216,121,113,6.05,1014,430,11252,5,146,3338,9.3,0,1.952688066
35.16948,808.83052,110,95,3.41,707,246.1,9716,10,491.96,2714.17,23.77,36.65334139,6.457861635
44.582264,445.817736,194,98.49967362,5.82,1109.5,193.72,9941,10,621,2639.68,4.96,50,1.54913543
65.49205,1169.50795,91,98.6,3.64,961.872,595.4725,10334,5,500,2960.21,5.06707374,0,9.916192982
26.42462,244.87538,57,98.8216171,2.565,48.22,195,8929,10,348,2695,7.19,30.68864939,0.185318056
15.638436,453.561564,178,122,7.12,2459,379,14345,5,357,3732.15,5,30.12784153,0.565184812
62.9013,753.9987,114,99.61681508,6.84,1883,163.18,18657,10,655,2735,2.21,0,0.270870076
35.655732,800.744268,108,111.2,2.16,981.911,291.66,10510,9.1,478,2983,7.81,100,5.418632751
84.1717,1204.8283,112,104,4.48,1723.354,425.3375,15428,19.4,454,2788,4.25,63.9197147,7.383169028
57.491484,574.908516,176,97.27505145,10.56,1240,159.01,9920,10,467,2484,6.91,86.11996676,6.843318803
30.157838,461.012162,88,101.7574076,3.4163,1037.962226,306.1169392,11285.6492,7.180244859,478.0304964,2832.44,4.151537543,0,15.22010576
16.64116,1065.35884,122,95,4.88,939,211.2,8671,10,612.44,2184.4,12.06,39.01238103,0.27
76.11098,920.88902,104,101.2591699,2.6,2947,258.55,11156,10,410,3782,2.41,32.12226643,8.879727425
129.7849342,1297.835066,83,96.56705256,2.905,998.5,506.9,10514,10,524,2813.29,8.93,38.36641434,15.22596374
43.59992,747.40008,90,104,6.3,923,381,9998,5.5,339,2876,0.99,22.15796858,1.174013238
35.835125,501.664875,123,113,6.15,1289,340,7794,5.25,173,2667.76,1.5,35,0.305162039
40.660625,609.909375,118,107.6,14.16,920,327,10197,6.62,450,3050.44,10.12885514,22.87782864,2.408527438
50.003588,793.796412,125,104,10,975,243,10246,5,502,2890,5.3,80,9.006531357
65.603914,594.196086,108,95,1.8419,1323.3,403.7,15562,10,361.44,3726,8.55,24.79678229,0.94
17.5436584,1123.136342,122,104,6.1,747,306,10000,6.2,565,2184.4,7.2,55.81979247,15.41234566
43.3112366,1364.268763,109,91.4,6.431,1402.73,546.8625,8836,5,495,2825,0.335,38.29244823,6.563272274
86.1878,1319.8122,131,89.6,1.965,1723.354,315.965,10723,5,385,3505.1,0.518002807,80,6.465162847
28.3094,482.6906,113,104,2.486,1061,179,10096,5.09,345,4118.08,0.4,28.12810688,1.057387801
52.19375,782.90625,99,104,19.8,827,232,11400,9.1,440,3072,1.01,32.64645757,1.265301133
36.35324,999.64676,107,89.6,2.14,2444.758,401.0325,7600,5,315,3736.53,0.42,0,6.40832091
37.65,966.35,119,100.4,3.57,1000,251,9325,5,527,2690.3,3,0,1.723559088
10.266723,148.833277,125,93.2,17.5,1721,248,12732,5.51,502,2942.13,10.7,70.17846161,0.831356308
7.270445,581.429555,82,98.6828071,8.2,1104,155.06,10440,10,546,3031,11.78,0,15.00392707
45.45303,661.54697,64,104,4.48,1050,320,9869,5,455,2735.77,7.93,90,0.483844025
27.51654,990.48346,188,104,7.52,1017,285,13329,5.19,456,2862,1.6,85,5.993683782
39.0322848,975.8477152,104,101.6927003,2.6,2947,258.55,11156,10,410,3782,2.41,39.75216066,15.1471576
24.293,1675.707,116,104,2.436,989,269,10800,7.3,369,3710.84,1.1,0,-50.0
14.71355,500.28645,62,100.4,1.86,1081,353,9681,5.15,643,2465.63,0.22,48,1.13235057
100,1500,41,95,1.23,2745.343,340.27,13400,5,385,3789.64,0.85,115,12.13750218
56.74773,681.00227,95,94.46,4.4448,1062.7,160.3,8087,1,568.7,2704.74,3.94,33.40320833,0.093
15.040704,691.759296,90,95,5.4,881.716,729.15,10801,5,485,2617.5,7.662932589,58.28792514,15.37741711
45.6924,1462.3076,41,95,1.23,,340.27,13400,5,385,3789.64,0.85,115,7.497313296
38.9994366,1169.910563,125,95,6.25,706,133.2,7058,10,642.56,2541.45,8.92,40.86360142,14.80589268
54.5247261,763.3052739,86,95,0.86,821.599,704.845,10180,12.6,450,3277,3.851351964,56.51770218,14.97742305
9.41456,396.38544,105,107.6,4.2,821.599,291.66,10414,5,531,2681,0.682,60,8.353334652
34.700694,451.099306,133,93.2,0.399,862,499,13787,5,625,2389.3,0.2,31.10323012,0.870334877
15.46326,618.53674,103,104,0.515,860,242,12100,5.5,373.83,3252,1.74,0,6.059188523
45.542,409.878,150,95,4.5,872,205,10290,10,432.6,3845,5.755,20.93005911,0.17
202.032,237.168,155,95,,4430.98,477.9,42622,10,329.1,4081,7.25,4.238298096,0.09
50.7162,311.2838,87,95,2.1052,605,172,10118,26.42,444.4,2899,6.015708171,26.61007169,1.5
54.722916,684.077084,117,100.4,14.04,987,474,11993,5,408,2412.8,8.3,26.3852826,1.01071338
21.38121,296.31879,108,114.8,1.08,861.677,291.66,10414,5,444,3676.96,0.462,0,0.717192329
180.36235,414.63765,70,104,10.5,807,294,11700,15.4,546,2112.29,1.18,34.38526644,5.030422558
25.12314,916.87686,147,95,2.94,1120,197.6,9600,10,401.6,3438.18,5.96,38.07069125,0.277
41.25303,683.24697,126,98.6,7.56,664.6266,403.07625,12003,5,650,2308,1.145018566,0,6.483021787
44.8819,634.1181,180,95.28863024,6.84,1474.5,453.65,15169,10,519,3036.1,7.74,20.5769358,0.291667386
8.41694,1010.58306,68,104,5.44,948,245,10500,5,468,2939.85,3.15,0,-50.0
30.4164616,861.8235384,99,104,1.089,928,196,9750,6.9,352,3466.48,3.7,0,15.32580124
8.63765,1286.36235,110,107.6,3.3,,248,9905,5,438,3566.99,3.04,0,1.081701918
47.0855,1175.9145,123,92.55058251,1.845,1547,453.95,10256,10,540,3008.29,13.04,35.58614574,1.479180305
84.7092624,822.6307376,93,113,4.65,715.3923,347.0754,10223,11.3,192,3177,14.19798845,77.53282615,15.63869695
63.336,1028.664,75,95,3,1230,236.6,9515,10,632.52,2867,12.89,34.71137337,14.90424879
54.739125,165.760875,108,107.6,2.16,987,347,13304,5,568,2961.66,2.34,14.47429409,0.91373859
0.79,0.79,140,101.3031253,3.5,119.9,196.6,16416,10,1999,1700,0.15,0,1.410416152
2.38221,78.61779,103,101.3657701,3.4818,1076.16777,300.8908407,10975.809,6.705779098,438.3416825,2944.38,4.146177397,0,5.633708741
25.04862,598.05138,57,104,5.7,1039,365,7769,5,249,2873.25,0.19,100,1.508820108
24.070488,674.029512,142,104,9.94,910,343,8124,5,362,3104,0,60,1.132452614
28.693431,373.006569,125,96.49635338,0.625,1036,285.3,10724,10,437,3628.39,10.14,29.03311153,5.955577228
30.93781,428.76219,151,104,6.04,915,205,10146,8.66,516,2347.32,1.31,0,5.14292099
21.70968,729.49032,112,97.37130889,5.6,1214,162.1,10184,10,499,3200.5,7.54,0,9.491031435
26.35288,402.84712,100,100.4,4,997,478,7869,5,6.8,3462.51,1.799,60,5.162329155
