crudo_BPPD,agua_BAPD,presion_cabeza_psi,temperatura_cabeza_F,co2_gas_pressure_psi,calcio_ppm,magnesio_ppm,cloruros_ppm,sulfatos_ppm,alcalinidad_ppm,longitud_tuberia_pies,hierro_ppm,dosis_IC_ppm,mpy
0.0,574.0,105.0,111.2,2.1,981.911,291.66,10510.0,9.1,478.0,2983.0,7.81,70.9622675,5.465999058
12.496,875.004,111.0,96.8,5.55,1061.0,716.9975,10070.0,5.0,455.0,3614.0,0.265,90.0,15.29846414
32.974614,890.425386,121.0,100.4,3.63,1082.106,571.1675,8003.0,5.0,490.0,2758.0,5.876960295,39.16243978,12.29658847
42.2280008,1182.481999,58.0,114.8,3.48,1122.184,255.2025,9784.0,5.0,440.0,3250.27,0.461,0.0,4.869284533
77.17184,1234.82816,92.0,107.6,1.84,1042.028,352.4225,11667.0,8.0,541.0,2768.0,1.42,0.0,10.44828139
52.91488,1043.08512,121.0,94.60038856,0.484,1417.0,348.4,12440.0,11.0,605.0,2758.0,15.9,29.54599814,6.889705231
47.4625,1202.5375,43.0,100.4,1.591,980.0,309.0,11128.0,5.0,605.0,3140.94,0.4,40.0,0.916168746
31.809516,691.759296,80.0,96.8,4.8,913.0,368.0,12257.0,5.0,160.0,2703.9,0.0029700999999999374,0.0,5.898798239
25.545526,843.054474,113.0,118.4,3.535,1059.0,314.0,10878.0,5.0,420.0,3372.84,1.8,100.0,5.934189022
6.012045,691.759296,58.0,95.0,2.61,809.0,195.3,8852.0,10.0,662.64,2449.33,7.92,35.57070733,0.909
15.444,1388.556,131.0,100.1558358,0.262,321.2,202.52,16735.0,10.0,327.0,4105.0,7.44,31.66558268,5.046947617
39.7035,1310.2965,134.0,113.0,2.412,1451.22438,161.14215,13995.0,7.0,102.0,3469.8,4.165533429,0.0,1.273175591
105.0753354,1245.854665,93.0,95.0,2.79,1152.0,266.1,11347.0,10.0,552.2,2934.84,7.96,35.02385385,14.99724225
3.63297,551.86703,202.9108970000001,113.0,8.96,1372.0,328.0,10061.0,5.0,365.0,3322.02,1.88,17.44918898,0.957125762
28.148952,619.251048,146.0,107.6,2.92,1234.0,369.0,12802.0,5.0,460.0,3471.0,2.16,27.41896375,0.867582851
32.454888,679.275112,88.0,102.7274981,3.0674,1152.121072,325.5432416,11347.5936,6.487631022,415.9248092,3194.0,4.275958581,0.0,6.937516271
41.4882,667.7118,88.0,104.0,3.52,1520.0,402.0,13210.0,5.0,772.0,2674.0,5.12,25.05559616,0.364947404
26.34524,334.05476,97.0,95.0,3.5161,1055.0,229.3,10258.0,10.0,612.44,2811.9,4.78,30.97455703,0.161
91.4732,1868.5268,0.0,111.2,0.0,961.872,279.5075,8903.0,6.6,478.0,2407.7,0.725,36.54744634,1.278757914
13.54936,769.65064,93.0,100.4,3.255,841.638,291.66,10414.0,6.6,638.0,2566.32,0.603,50.0,9.708696794
5.11815,338.38185,47.0,104.0,7.52,1460.0,184.0,9444.0,5.0,280.0,3366.3,43.68198073000001,29.55194241,3.62556643
38.34,1239.66,98.0,99.28776218,5.88,1041.0,154.25,10760.0,10.0,432.0,2485.47,11.82,0.0,15.07171339
0.9306414,87.4493586,158.0,104.0,4.74,1050.0,343.0,9458.0,45.92727463,389.0,3924.0,1.866,0.0,1.232204725
33.0496155,1923.0484929349507,97.0,95.69500828,2.91,1062.5,235.58,11040.0,10.0,563.0,2285.2,18.31,0.0,0.812644108
82.52125,860.57875,90.0,95.0,2.25,1063.0,308.5,12010.0,10.0,692.76,3087.07,5.38,25.7860861,6.699117231
70.7445,526.2555,78.0,95.0,1.95,1661.0,203.0,10878.0,10.0,552.0,2647.0,7.1,23.39096216,14.78156833
46.796952,570.903048,83.0,94.0867487,0.0,2712.0,333.55,12681.0,15.58,680.0,1992.0,15.77,26.53744416,14.75581901
25.9854,345.2346,78.0,100.4,4.68,2069.0,246.0,14467.0,5.0,210.0,3513.52,28.8,25.27817713,15.41676676
37.05652,512.74348,117.0,100.9590698,9.36,1109.0,213.72,9724.0,10.0,501.0,3143.1,2.59,28.5566823,4.289803639
33.86314,1332.13686,105.0,87.8,4.2,961.872,607.625,10712.0,5.0,510.0,2689.0,5.029612028,43.42573332,1.609118789
51.66099,904.13901,115.0,104.0,1.725,1191.0,343.0,11200.0,7.7,373.0,3722.31,0.36,38.53606268,15.28625285
37.79826,904.80174,110.0,111.2,4.62,881.716,267.355,10607.0,5.0,522.0,3106.58,4.41,13.23173908,2.361060584
39.593649,514.706351,58.0,95.0,2.2339,270.0,154.7,8373.0,9.08,757.0,2449.33,5.16896682,33.60450208,5.403
12.445625,983.204375,98.0,99.18546404,5.88,1041.0,154.25,10760.0,10.0,432.0,2485.47,11.82,53.95076228,15.20934625
27.67941,317.02059,138.0,94.23780518,1.38,2329.0,254.06,15938.0,10.0,404.0,3654.5,14.32,73.13939525,1.40608816
26.0928,1332.9072,124.0,107.6,3.72,1105.0,248.0,9905.0,5.0,438.0,3566.99,3.04,100.0,6.020804523
9.20018,260.59982,65.0,96.8,1.3,1029.0,374.0,10110.0,5.0,459.0,2293.0,6.8,0.0,0.85541485
11.22685,732.27315,96.0,96.8,4.8,804.0,428.0,10340.0,9.02,508.0,2731.75,2.4,0.0,0.504083751
57.09848,730.90152,150.0,111.2,5.55,852.0,210.0,10296.0,5.0,430.0,3845.0,5.11,24.49978276,0.622551919
33.243948,148.556052,86.0,89.6,0.43,1611.485149,319.6600786,13129.8974,8.252647618,348.0895367,4195.67,6.922951755,0.0,0.648689595
9.5719474,47.4480526,115.0,89.6,4.6,1399.0,474.0,13295.0,5.0,610.0,3584.0,0.78,51.33333333,0.987017135
6.84432,575.15568,159.0,89.96,6.2451,1092.1,188.3,11528.0,1.0,767.3,2155.16,12.97,37.44561665,0.383
37.441832,1048.458168,82.0,95.0,5.74,1603.12,546.8625,10450.0,5.0,450.0,2853.53,13.4,130.0,1.836352532
30.3392,967.6608,108.0,87.8,3.24,1643.198,498.2525,12160.0,5.0,435.0,3035.0,0.607,115.0,3.307272532
26.57196,345.42804,59.0,104.0,5.31,848.0,245.0,10600.0,9.4,466.0,2863.14,3.4,100.0,6.929878639
51.68,84.32,72.0,94.1930394,2.52,2453.0,256.0,11437.0,10.0,574.0,3077.8,26.09,15.46501109,0.235706118
19.510453,663.389547,0.0,95.0,0.0,911.0,203.2,8284.0,10.0,552.2,2611.63,7.01,37.72003609,5.95
14.980686,743.919314,73.0,91.4,3.65,1162.262,826.37,9013.0,5.0,530.0,2808.87,0.781572716,120.0,0.705717252
50.0577,600.0423,107.0,100.4,12.84,987.0,474.0,11993.0,5.0,408.0,2412.8,8.3,60.0,0.886710516
30.38118,417.71882,87.0,95.0,4.35,788.0,201.4,8633.0,10.0,642.56,2206.9,10.77,33.95529898,1.209589857
33.520977,905.179023,70.0,98.6,5.6,1229.0,409.0,10644.0,5.0,439.0,3114.63,7.7,0.0,4.926459306
17.2407,1120.7593,73.0,103.012443,2.7551,999.8510427,315.5914254,10050.2583,5.800458969,458.7627418,2910.0,4.126360434,127.1118843,8.763217867
19.3583346,1219.971665,58.0,87.8,1.74,1322.574,861.7446757925009,9635.0,6.1,455.0,3357.0,2.961190311,80.09554184,15.26492812
16.29499,176.70501,170.0,95.0,1.53,1375.0,387.2,16247.0,21.9,473.8,3166.38,6.75,18.82168471,0.127823057
12.222796,403.377204,121.0,113.0,6.05,1014.0,430.0,11252.0,5.0,146.0,3338.0,9.3,0.0,7.454721084
61.155,120.045,101.0,95.0,3.03,1082.5,240.5,11127.0,48.45274896636758,440.7,3382.0,5.611846876,18.3191667,0.85
61.21972,608.58028,57.0,104.0,5.13,848.0,245.0,10600.0,9.4,466.0,2863.14,3.4,51.54477832,0.580135071
59.727393,474.172607,79.0,113.0,1.58,881.716,376.7275,11571.0,5.9,536.0,2873.15,0.353,23.25560116,0.362093218
36.4777315,465.0722685,48.0,104.0,1.92,861.677,315.965,9979.0,5.2,589.0,2535.0,0.626,35.85462594,15.23526417
109.3666,1227.6334,87.0,107.6,5.22,721.404,328.1175,11089.0,13.3,667.0,2326.28,0.945,25.81818287,8.782922242
45.20433,623.79567,105.0,111.2,2.1,981.911,291.66,10510.0,9.1,478.0,2983.0,7.81,32.43022056,1.409688758
50.9646,1631.0354,96.0,86.0,3.84,1162.262,619.7775,11655.0,5.0,505.0,2861.91,1.540618374,38.95561057,8.823790141
42.7248,847.3752,78.0,95.0,1.95,1661.0,203.0,10878.0,10.0,552.0,2647.0,7.1,31.47914385,14.9459081
8.204834,492.395166,85.0,113.0,3.4,1019.0,487.0,13158.0,5.0,410.0,2854.6,4.1,80.0,6.214487053
29.41252,292.38748,133.0,104.0,10.64,1290.0,321.0,9324.0,5.0,609.0,2608.0,3.41,33.78770696,0.595156171
55.59078,1181.40922,167.0,104.0,10.02,881.716,315.965,11571.0,9.4,575.0,2627.89,0.709,80.0,1.789617911
5.71872,362.28128,43.0,104.0,6.88,1460.0,184.0,9444.0,5.0,280.0,3366.45,43.68198073000001,23.76184267,15.44915627
39.819,981.181,115.0,109.4,4.6,988.0,399.0,7058.0,7.0,394.0,2541.45,2.67,100.0,5.338117672
32.2272,1086.7728,168.0,122.0,4.536,861.677,303.8125,9200.0,5.7,157.0,3790.01,1.812401549,0.0,6.22721644
59.03955,1239.96045,112.0,104.0,4.48,1723.354,425.3375,15428.0,19.4,454.0,2788.0,4.25,6.562436972,15.15599759
0.67626,114.92374,99.0,95.0,7.92,946.0,474.0,10439.0,5.0,797.2277740000007,2029.91,3.8,0.0,2.176921126
77.7991526,769.8708474,124.0,95.72,2.0818,1084.7,227.3,7931.0,1.96,454.96,3810.0,12.62,34.76452045,14.84586619
91.73292,789.46708,100.0,100.7814687,6.0,1883.0,163.18,18657.0,10.0,655.0,2735.0,2.21,0.0,6.042671366
30.619862,724.680138,85.0,97.75528583,5.1,1020.5,199.64,9310.0,10.0,577.0,2774.77,11.23,40.93931,2.335059712
33.656608,852.743392,93.0,89.6,1.86,2344.563,194.44,10070.0,5.0,330.0,3903.82,29.9,90.0,5.144369864
43.16598,571.73402,112.0,104.0,4.48,1370.0,121.525,12507.0,10.0,602.0,2830.8,1.96,0.0,0.371698119
52.08912,481.61088,65.0,101.2548193,8.45,916.0,240.35,10412.0,10.0,721.0,2465.63,2.95,21.33760047,0.097059801
57.521975,503.668025,90.0,104.0,0.9,1340.0,121.525,11923.0,10.0,536.0,3021.4,2.25,20.69310468,0.564209795
57.5572,720.2428,102.0,96.8,5.1,984.0,288.0,8332.0,5.0,395.0,2620.6,0.1,100.0,15.35429698
19.4064156,1164.633584,147.0,102.0915084,6.1587,1006.546664,327.3826832,10088.1936,6.245132502,499.1704593,2436.69,3.869438258,47.29201109,3.02838498
66.4704,1087.5296,163.0,98.68876289,9.78,136.0,296.05,10554.0,10.6,518.0,2879.0,5.85,29.9056756,13.5220657
13.3875,200.8125,0.0,91.4,0.0,1723.354,352.4225,10528.0,5.0,430.0,3210.26,4.36,29.62976304,1.526554857
39.46103,644.43897,126.0,99.33931074,5.04,934.5,209.13,10559.0,10.0,459.0,3324.11,11.18,39.42581493,4.827356366
55.92084,671.07916,57.0,95.0,1.8137,590.0,483.4,13219.0,10.0,442.9,3489.62,3.99,26.50210738,15.01347312
10.217484,725.382516,100.0,102.4500524,3.7669,1044.172674,317.5277973,10078.83543,5.735657506,440.1631099,2944.38,4.27827839,100.0,9.150562746
6.21375,490.88625,107.0,116.6,4.28,1308.14592,861.7446757925009,12407.0,8.7,90.4,3658.2,10.05865349,0.0,9.313547401
43.6308,1015.3692,120.0,96.8,6.0,933.0,430.0,11453.0,5.0,280.0,2471.34,0.0029700999999999374,0.0,15.57300346
6.75949,347.14051,70.0,95.0,3.2928,798.0,222.1,8852.0,10.0,566.5,2613.9,2.81,33.77349213,5.687459462
3.384686,169.215314,189.0,95.0,3.78,1663.0,430.0,17782.0,5.0,110.0,3629.37,2.1,0.0,1.631319987
57.96,1142.04,122.0,95.0,4.88,939.0,211.2,8671.0,10.0,612.44,2184.4,12.06,36.73670514,14.75248571
51.74504,1552.25496,79.0,104.0,3.535,1190.0,408.0,11027.0,5.0,466.0,3250.27,2.97,130.0,15.47928904
22.61644,1055.38356,53.0,107.6,3.18,1066.0,309.0,10279.0,5.0,550.0,3128.54,2.9,0.0,6.40832091
12.578784,440.221216,121.0,113.0,6.05,1014.0,430.0,11252.0,5.0,146.0,3338.0,9.3,0.0,1.952688066
35.16948,808.83052,110.0,95.0,3.41,707.0,246.1,9716.0,10.0,491.96,2714.17,23.77,36.65334139,6.457861635
44.582264,445.817736,194.0,98.49967362,5.82,1109.5,193.72,9941.0,10.0,621.0,2639.68,4.96,50.0,1.54913543
65.49205,1169.50795,91.0,98.6,3.64,961.872,595.4725,10334.0,5.0,500.0,2960.21,5.06707374,0.0,9.916192982
26.42462,244.87538,57.0,98.8216171,2.565,92.50937214999998,195.0,8929.0,10.0,348.0,2695.0,7.19,30.68864939,0.185318056
15.638436,453.561564,178.0,122.0,7.12,2459.0,379.0,14345.0,5.0,357.0,3732.15,5.0,30.12784153,0.565184812
62.9013,753.9987,114.0,99.61681508,6.84,1883.0,163.18,18657.0,10.0,655.0,2735.0,2.21,0.0,0.270870076
35.655732,800.744268,108.0,111.2,2.16,981.911,291.66,10510.0,9.1,478.0,2983.0,7.81,100.0,5.418632751
84.1717,1204.8283,112.0,104.0,4.48,1723.354,425.3375,15428.0,19.4,454.0,2788.0,4.25,63.9197147,7.383169028
57.491484,574.908516,176.0,97.27505145,10.56,1240.0,159.01,9920.0,10.0,467.0,2484.0,6.91,86.11996676,6.843318803
30.157838,461.012162,88.0,101.7574076,3.4163,1037.962226,306.1169392,11285.6492,7.180244859,478.0304964,2832.44,4.151537543,0.0,15.22010576
16.64116,1065.35884,122.0,95.0,4.88,939.0,211.2,8671.0,10.0,612.44,2184.4,12.06,39.01238103,0.27
76.11098,920.88902,104.0,101.2591699,2.6,2947.0,258.55,11156.0,10.0,410.0,3782.0,2.41,32.12226643,8.879727425
129.7849342,1297.835066,83.0,96.56705256,2.905,998.5,506.9,10514.0,10.0,524.0,2813.29,8.93,38.36641434,15.22596374
43.59992,747.40008,90.0,104.0,6.3,923.0,381.0,9998.0,5.5,339.0,2876.0,0.99,22.15796858,1.174013238
35.835125,501.664875,123.0,113.0,6.15,1289.0,340.0,7794.0,5.25,173.0,2667.76,1.5,35.0,0.305162039
40.660625,609.909375,118.0,107.6,14.16,920.0,327.0,10197.0,6.62,450.0,3050.44,10.12885514,22.87782864,2.408527438
50.003588,793.796412,125.0,104.0,10.0,975.0,243.0,10246.0,5.0,502.0,2890.0,5.3,80.0,9.006531357
65.603914,594.196086,108.0,95.0,1.8419,1323.3,403.7,15562.0,10.0,361.44,3726.0,8.55,24.79678229,0.94
